PMC__Anim_Cells_Syst_(Seoul)0.01;168;+4.36
PMC__Anim_Cogn0.01;142;+4.69
PMC__Anim_Front0.01;145;+3.25
PMC__Anim_Genet0.01;179;+9.52
PMC__Anim_Microbiome0.01;145;+5.5
PMC__Anim_Reprod0.01;175;+5.46
PMC__Anim_Sci_J0.01;173;+7.22
PMC__Animal0.01;161;+4.2
PMC__Animals_(Basel)0.01;152;+4.78
PMC__Ann_Biomed_Eng0.01;150;+7.93
PMC__Ann_Bot0.01;169;+7.33
PMC__Ann_Clin_Microbiol_Antimicrob0.01;160;+8.08
PMC__Ann_Clin_Transl_Neurol0.01;177;+7.99
PMC__Ann_Gastroenterol_Surg0.01;170;+5.76
PMC__Ann_Gen_Psychiatry0.01;161;+9.16
PMC__Ann_Glob_Health0.01;149;+3.18
PMC__Ann_Hematol0.01;140;+3.95
PMC__Ann_Indian_Acad_Neurol0.01;126;+3.53
PMC__Ann_Intensive_Care0.01;165;+9.1
PMC__Ann_Med_Surg_(Lond)0.01;134;+6.01
PMC__Ann_N_Y_Acad_Sci0.01;174;+7.21
PMC__Ann_Neurol0.01;180;+7.34
PMC__Ann_Noninvasive_Electrocardiol0.01;173;+5.38
PMC__Ann_Nucl_Med0.01;147;+6.81
PMC__Ann_Occup_Environ_Med0.01;159;+7.57
PMC__Ann_Oncol0.01;170;+6.58
PMC__Ann_Pediatr_Cardiol0.01;106;+2.46
PMC__Ann_R_Coll_Surg_Engl0.01;143;+3.02
PMC__Ann_Rheum_Dis0.01;168;+7.58
PMC__Ann_Saudi_Med0.01;116;+2.86
PMC__Ann_Surg_Innov_Res0.01;147;+4.61
PMC__Ann_Surg_Oncol0.01;145;+4.44
PMC__Ann_Thorac_Med0.01;120;+3.65
PMC__Ann_Vasc_Dis0.01;110;+1.84
PMC__Antibiotics_(Basel)0.01;153;+5.08
PMC__Antibodies_(Basel)0.01;162;+6.47
PMC__Antimicrob_Agents_Chemother0.01;180;+6.8
PMC__Antimicrob_Resist_Infect_Control0.01;164;+7.78
PMC__Antioxid_Redox_Signal0.01;159;+6.39
PMC__Antioxidants_(Basel)0.01;146;+4.69
PMC__Antonie_Van_Leeuwenhoek0.01;145;+5.81
PMC__AoB_Plants0.01;172;+7.97
PMC__Aorta_(Stamford)0.01;127;+2.71
PMC__Apoptosis0.01;147;+5.37
PMC__Appl_Bionics_Biomech0.01;142;+4.73
PMC__Appl_Environ_Microbiol0.01;177;+5.47
PMC__Appl_Microbiol_Biotechnol0.01;146;+5.15
PMC__Appl_Microsc0.01;143;+4.49
PMC__Appl_Netw_Sci0.01;148;+6.78
PMC__Appl_Plant_Sci0.01;180;+7.15
PMC__Aquat_Biosyst0.01;135;+3.54
PMC__Arab_J_Urol0.01;170;+3.93
PMC__Arch_Acad_Emerg_Med0.01;114;+3.04
PMC__Arch_Anim_Breed0.01;139;+2.83
PMC__Arch_Dermatol_Res0.01;146;+5.5
PMC__Arch_Dis_Child0.01;167;+6.97
PMC__Arch_Dis_Child_Fetal_Neonatal_Ed0.01;161;+5.93
PMC__Arch_Environ_Contam_Toxicol0.01;138;+3.39
PMC__Arch_Gynecol_Obstet0.01;148;+6.29
PMC__Arch_Immunol_Ther_Exp_(Warsz)0.01;144;+5.18
PMC__Arch_Microbiol0.01;146;+5.93
PMC__Arch_Orthop_Trauma_Surg0.01;148;+6.64
PMC__Arch_Osteoporos0.01;148;+5.87
PMC__Arch_Physiother0.01;154;+5.76
PMC__Arch_Public_Health0.01;166;+8.63
PMC__Arch_Sex_Behav0.01;138;+3.75
PMC__Arch_Toxicol0.01;147;+5.63
PMC__Arch_Trauma_Res0.01;129;+3.81
PMC__Arch_Virol0.01;144;+4.58
PMC__Arch_Womens_Ment_Health0.01;141;+4.16
PMC__Archaea0.01;146;+4.97
PMC__Arq_Bras_Cardiol0.01;167;+5.37
PMC__Arq_Bras_Cir_Dig0.01;144;+3.35
PMC__Arterioscler_Thromb_Vasc_Biol0.01;127;+2.41
PMC__Arthritis0.01;140;+4.33
PMC__Arthritis_Care_Res_(Hoboken)0.01;172;+6.46
PMC__Arthritis_Res_Ther0.01;167;+8.58
PMC__Arthritis_Rheum0.01;122;+2.95
PMC__Arthritis_Rheumatol0.01;175;+5.72
PMC__Asia_Ocean_J_Nucl_Med_Biol0.01;122;+4.11
PMC__Asia_Pac_Fam_Med0.01;149;+4.54
PMC__Asian-Australas_J_Anim_Sci0.01;132;+4.67
PMC__Asian_J_Transfus_Sci0.01;121;+3.05
PMC__Asian_Pac_Isl_Nurs_J0.01;137;+3.27
PMC__Asian_Pac_J_Cancer_Prev0.01;110;+2.29
PMC__Asthma_Res_Pract0.01;150;+6.44
PMC__Astrobiology0.01;167;+6.84
PMC__Atherosclerosis0.01;148;+7.81
PMC__Atten_Percept_Psychophys0.01;140;+3.77
PMC__Aust_New_Zealand_Health_Policy0.01;114;+2.46
PMC__Autism_Res0.01;181;+9.46
PMC__Autism_Res_Treat0.01;144;+5.07
PMC__Auto_Immun_Highlights0.01;143;+4.35
PMC__Autoimmune_Dis0.01;139;+4.15
PMC__Autophagy0.01;186;+6.68
PMC__Avicenna_J_Med_Biotechnol0.01;125;+4.36
PMC__Avicenna_J_Phytomed0.01;117;+3.29
PMC__BDJ_Open0.01;154;+5.12
PMC__BJGP_Open0.01;156;+3.78
PMC__BJOG0.01;181;+8.74
PMC__BJPsych_Bull0.01;178;+5.86
PMC__BJPsych_Open0.01;167;+4.35
PMC__BJR_Case_Rep0.01;146;+3.73
PMC__BJR_Open0.01;149;+4.18
PMC__BJS_Open0.01;167;+4.04
PMC__BMC_Anesthesiol0.01;164;+8.39
PMC__BMC_Biochem0.01;158;+5.78
PMC__BMC_Bioinformatics0.01;169;+8.54
PMC__BMC_Biol0.01;160;+7.99
PMC__BMC_Biomed_Eng0.01;147;+5.34
PMC__BMC_Biophys0.01;159;+7.68
PMC__BMC_Biotechnol0.01;160;+8.3
PMC__BMC_Blood_Disord0.01;118;+2.52
PMC__BMC_Cancer0.01;162;+9.47
PMC__BMC_Cardiovasc_Disord0.01;158;+7.12
PMC__BMC_Cell_Biol0.01;165;+6.26
PMC__BMC_Chem0.01;145;+5.87
PMC__BMC_Clin_Pathol0.01;156;+5.95
PMC__BMC_Clin_Pharmacol0.01;121;+2.91
PMC__BMC_Complement_Altern_Med0.01;165;+8.73
PMC__BMC_Complement_Med_Ther0.01;147;+6.02
PMC__BMC_Dermatol0.01;160;+8.3
PMC__BMC_Dev_Biol0.01;159;+7.64
PMC__BMC_Ear_Nose_Throat_Disord0.01;162;+7.9
PMC__BMC_Ecol0.01;162;+8.38
PMC__BMC_Emerg_Med0.01;166;+8.49
PMC__BMC_Endocr_Disord0.01;160;+7.59
PMC__BMC_Evol_Biol0.01;167;+8.8
PMC__BMC_Fam_Pract0.01;161;+6.96
PMC__BMC_Gastroenterol0.01;159;+7.64
PMC__BMC_Genet0.01;171;+9.57
PMC__BMC_Genomics0.01;170;+8.98
PMC__BMC_Geriatr0.01;165;+7.82
PMC__BMC_Health_Serv_Res0.01;166;+7.95
PMC__BMC_Hematol0.01;157;+5.98
PMC__BMC_Immunol0.01;164;+8.01
PMC__BMC_Infect_Dis0.01;169;+9.53
PMC__BMC_Int_Health_Hum_Rights0.01;165;+7.78
PMC__BMC_Med0.01;161;+8.59
PMC__BMC_Med_Educ0.01;163;+9.28
PMC__BMC_Med_Ethics0.01;160;+6.01
PMC__BMC_Med_Genet0.01;161;+7.47
PMC__BMC_Med_Genomics0.01;171;+9.98
PMC__BMC_Med_Imaging0.01;160;+7.6
PMC__BMC_Med_Inform_Decis_Mak0.01;173;+10.83
PMC__BMC_Med_Res_Methodol0.01;164;+9.81
PMC__BMC_Microbiol0.01;162;+8.34
PMC__BMC_Mol_Biol0.01;156;+5.71
PMC__BMC_Mol_Cell_Biol0.01;152;+5.47
PMC__BMC_Musculoskelet_Disord0.01;164;+7.64
PMC__BMC_Nephrol0.01;160;+7.81
PMC__BMC_Neurol0.01;161;+8.7
PMC__BMC_Neurosci0.01;165;+8.26
PMC__BMC_Nurs0.01;167;+7.76
PMC__BMC_Nutr0.01;157;+7.12
PMC__BMC_Obes0.01;151;+7.49
PMC__BMC_Ophthalmol0.01;160;+7.98
PMC__BMC_Oral_Health0.01;166;+8.45
PMC__BMC_Palliat_Care0.01;161;+7.94
PMC__BMC_Pediatr0.01;161;+6.96
PMC__BMC_Pharmacol0.01;126;+2.88
PMC__BMC_Pharmacol_Toxicol0.01;164;+7.05
PMC__BMC_Physiol0.01;155;+5.26
PMC__BMC_Plant_Biol0.01;167;+8.47
PMC__BMC_Pregnancy_Childbirth0.01;170;+9.97
PMC__BMC_Proc0.01;152;+4.04
PMC__BMC_Psychiatry0.01;160;+8.04
PMC__BMC_Psychol0.01;149;+6.88
PMC__BMC_Public_Health0.01;166;+8.88
PMC__BMC_Pulm_Med0.01;162;+8.77
PMC__BMC_Res_Notes0.01;163;+8.31
PMC__BMC_Rheumatol0.01;153;+5.05
PMC__BMC_Sports_Sci_Med_Rehabil0.01;163;+7.78
PMC__BMC_Struct_Biol0.01;166;+8.49
PMC__BMC_Surg0.01;163;+7.12
PMC__BMC_Syst_Biol0.01;169;+8.54
PMC__BMC_Urol0.01;158;+6.84
PMC__BMC_Vet_Res0.01;159;+8.04
PMC__BMC_Womens_Health0.01;165;+7.95
PMC__BMJ0.01;141;+3.63
PMC__BMJ_Glob_Health0.01;167;+6.71
PMC__BMJ_Open0.01;170;+8.02
PMC__BMJ_Open_Diabetes_Res_Care0.01;159;+5.22
PMC__BMJ_Open_Respir_Res0.01;165;+6.59
PMC__BMJ_Open_Sport_Exerc_Med0.01;167;+6.39
PMC__BMJ_Paediatr_Open0.01;152;+4.41
PMC__BMJ_Qual_Saf0.01;164;+7.32
PMC__Balkan_Med_J0.01;99;+1.45
PMC__Basic_Clin_Androl0.01;148;+5.81
PMC__Basic_Clin_Neurosci0.01;129;+4.15
PMC__Basic_Res_Cardiol0.01;137;+3.27
PMC__Behav_Brain_Funct0.01;159;+7.33
PMC__Behav_Brain_Res0.01;144;+7.98
PMC__Behav_Ecol0.01;158;+4.97
PMC__Behav_Ecol_Sociobiol0.01;151;+7.25
PMC__Behav_Genet0.01;153;+7.82
PMC__Behav_Neurol0.01;147;+5.25
PMC__Behav_Res_Methods0.01;149;+6.29
PMC__Behav_Res_Ther0.01;141;+6.85
PMC__Behav_Sci_(Basel)0.01;154;+4.88
PMC__Beilstein_J_Nanotechnol0.01;134;+3.32
PMC__Beilstein_J_Org_Chem0.01;137;+3.72
PMC__BioData_Min0.01;163;+10.05
PMC__Bio_Protoc0.01;129;+3.31
PMC__Biochem_Biophys_Rep0.01;144;+5.64
PMC__Biochem_Biophys_Res_Commun0.01;133;+5.06
PMC__Biochem_J0.01;167;+6.24
PMC__Biochem_Med_(Zagreb)0.01;138;+3.81
PMC__Biochem_Pharmacol0.01;143;+4.79
PMC__Biochem_Res_Int0.01;142;+4.8
PMC__Biochem_Soc_Trans0.01;161;+5.09
PMC__Biochim_Biophys_Acta0.01;149;+5.52
PMC__Biodivers_Data_J0.01;160;+3.01
PMC__Bioelectron_Med0.01;153;+5.19
PMC__Bioeng_Transl_Med0.01;179;+6.15
PMC__Bioengineered0.01;169;+5.63
PMC__Bioengineering_(Basel)0.01;149;+5.04
PMC__Bioessays0.01;179;+7.41
PMC__Bioethics0.01;174;+6.28
PMC__Biogerontology0.01;150;+7.0
PMC__Bioinform_Biol_Insights0.01;168;+8.37
PMC__Bioinformatics0.01;160;+4.95
PMC__Bioinformation0.01;114;+2.29
PMC__Bioinorg_Chem_Appl0.01;151;+5.83
PMC__Biol_Cybern0.01;148;+5.06
PMC__Biol_Direct0.01;161;+8.36
PMC__Biol_Lett0.01;165;+7.27
PMC__Biol_Mood_Anxiety_Disord0.01;144;+4.14
PMC__Biol_Open0.01;142;+2.32
PMC__Biol_Proced_Online0.01;160;+7.99
PMC__Biol_Psychiatry0.01;133;+5.48
PMC__Biol_Reprod0.01;160;+4.54
PMC__Biol_Res0.01;150;+7.76
PMC__Biol_Rev_Camb_Philos_Soc0.01;178;+7.94
PMC__Biol_Sex_Differ0.01;164;+7.5
PMC__Biol_Trace_Elem_Res0.01;145;+5.52
PMC__Biology_(Basel)0.01;154;+5.41
PMC__Biom_J0.01;182;+9.48
PMC__Biomark_Insights0.01;143;+4.84
PMC__Biomark_Res0.01;158;+7.59
PMC__Biomater_Res0.01;152;+7.81
PMC__Biomaterials0.01;157;+7.95
PMC__Biomech_Model_Mechanobiol0.01;145;+5.14
PMC__Biomed_Eng_Online0.01;169;+8.48
PMC__Biomed_Imaging_Interv_J0.01;131;+3.83
PMC__Biomed_Microdevices0.01;144;+5.06
PMC__Biomed_Opt_Express0.01;146;+3.72
PMC__Biomed_Rep0.01;127;+3.32
PMC__Biomed_Res_Int0.01;151;+5.75
PMC__Biomedica0.01;144;+3.07
PMC__Biomedicine_(Taipei)0.01;156;+4.72
PMC__Biomedicines0.01;150;+5.28
PMC__Biometals0.01;155;+7.07
PMC__Biomicrofluidics0.01;159;+3.97
PMC__Biomimetics_(Basel)0.01;152;+4.45
PMC__Biomol_NMR_Assign0.01;147;+6.28
PMC__Biomolecules0.01;152;+5.37
PMC__Bioorg_Med_Chem0.01;140;+4.39
PMC__Bioorg_Med_Chem_Lett0.01;139;+4.15
PMC__Biophys_J0.01;128;+4.14
PMC__Biophys_Rep0.01;139;+4.01
PMC__Biophys_Rev0.01;155;+9.29
PMC__Bioprocess_Biosyst_Eng0.01;144;+5.02
PMC__Biopsychosoc_Med0.01;159;+6.94
PMC__Biores_Open_Access0.01;153;+5.08
PMC__Bioresour_Bioprocess0.01;144;+4.16
PMC__Biosci_Rep0.01;158;+4.86
PMC__Biosensors_(Basel)0.01;151;+5.11
PMC__Biostatistics0.01;161;+5.02
PMC__Biotechnol_Bioeng0.01;184;+9.73
PMC__Biotechnol_Biofuels0.01;162;+8.86
PMC__Biotechnol_Biotechnol_Equip0.01;156;+4.46
PMC__Biotechnol_J0.01;177;+7.34
PMC__Biotechnol_Lett0.01;147;+5.79
PMC__Biotechnol_Rep_(Amst)0.01;146;+6.24
PMC__Biotechnol_Res_Int0.01;146;+4.72
PMC__Blood_Cancer_J0.01;152;+4.56
PMC__Bone0.01;143;+8.55
PMC__Bone_Marrow_Res0.01;135;+3.58
PMC__Bone_Marrow_Transplant0.01;167;+7.14
PMC__Bone_Rep0.01;138;+6.08
PMC__Bone_Res0.01;156;+5.42
PMC__Borderline_Personal_Disord_Emot_Dysregul0.01;148;+6.16
PMC__Bosn_J_Basic_Med_Sci0.01;101;+1.93
PMC__Bot_Stud0.01;151;+7.41
PMC__Br_Foreign_Med_Rev0.01;53;+.59
PMC__Br_J_Cancer0.01;165;+6.96
PMC__Br_J_Dermatol0.01;179;+8.69
PMC__Br_J_Gen_Pract0.01;142;+4.3
PMC__Br_J_Haematol0.01;179;+8.26
PMC__Br_J_Nutr0.01;177;+5.76
PMC__Br_J_Ophthalmol0.01;167;+6.58
PMC__Br_J_Pharmacol0.01;192;+9.88
PMC__Br_J_Psychiatry0.01;179;+6.21
PMC__Br_J_Radiol0.01;153;+4.1
PMC__Br_J_Sports_Med0.01;163;+6.2
PMC__Br_J_Surg0.01;177;+6.2
PMC__Brain0.01;171;+7.03
PMC__Brain_Behav0.01;185;+11.45
PMC__Brain_Behav_Immun0.01;130;+5.57
PMC__Brain_Commun0.01;159;+5.05
PMC__Brain_Imaging_Behav0.01;158;+5.57
PMC__Brain_Inform0.01;152;+7.18
PMC__Brain_Pathol0.01;183;+8.65
PMC__Brain_Sci0.01;157;+5.04
PMC__Brain_Struct_Funct0.01;148;+7.05
PMC__Brain_Topogr0.01;148;+6.26
PMC__Braz_J_Cardiovasc_Surg0.01;144;+3.56
PMC__Braz_J_Med_Biol_Res0.01;147;+3.85
PMC__Braz_J_Microbiol0.01;156;+5.19
PMC__Braz_J_Phys_Ther0.01;163;+5.11
PMC__Breast_Cancer0.01;144;+5.22
PMC__Breast_Cancer_Res0.01;167;+8.39
PMC__Breast_Cancer_Res_Treat0.01;149;+7.66
PMC__Brief_Bioinform0.01;170;+6.73
PMC__Brief_Funct_Genomics0.01;157;+4.55
PMC__Bristol_Med_Chir_J0.01;67;+.8
PMC__Bristol_Med_Chir_J_(1883)0.01;58;+.82
PMC__Bull_Emerg_Trauma0.01;116;+3.01
PMC__Bull_Environ_Contam_Toxicol0.01;139;+4.01
PMC__Bull_Math_Biol0.01;145;+4.71
PMC__Bull_World_Health_Organ0.01;147;+3.25
PMC__Bundesgesundheitsblatt_Gesundheitsforschung_Gesundheitsschutz0.01;138;+3.16
PMC__Burns_Trauma0.01;172;+8.32
PMC__OTO_Open0.01;150;+5.24
PMC__Obes_Facts0.01;129;+3.6
PMC__Obes_Rev0.01;186;+10.35
PMC__Obes_Sci_Pract0.01;180;+6.28
PMC__Obes_Surg0.01;146;+4.88
PMC__Obesity_Silver_Spring_0.01;197;+12.04
PMC__Obstet_Gynecol0.01;116;+1.77
PMC__Obstet_Gynecol_Sci0.01;153;+6.75
PMC__Occup_Environ_Med0.01;173;+8.35
PMC__Occup_Med_Lond_0.01;161;+5.35
PMC__Oecologia0.01;139;+3.79
PMC__Oman_J_Ophthalmol0.01;120;+3.82
PMC__Oman_Med_J0.01;123;+2.57
PMC__Onco_Targets_Ther0.01;173;+7.98
PMC__Oncogene0.01;172;+8.6
PMC__Oncogenesis0.01;129;+2.63
PMC__Oncoimmunology0.01;193;+8.03
PMC__Oncol_Lett0.01;134;+3.64
PMC__Oncol_Rep0.01;143;+4.27
PMC__Oncol_Res0.01;124;+2.31
PMC__Oncol_Rev0.01;143;+3.99
PMC__Oncol_Ther0.01;145;+4.82
PMC__Oncologist0.01;198;+7.49
PMC__Oncolytic_Virother0.01;162;+5.58
PMC__One_Health0.01;140;+6.16
PMC__Online_J_Public_Health_Inform0.01;144;+4.36
PMC__Open_AIDS_J0.01;150;+6.11
PMC__Open_Access_Emerg_Med0.01;169;+7.29
PMC__Open_Access_J_Contracept0.01;181;+7.67
PMC__Open_Access_J_Sports_Med0.01;162;+6.32
PMC__Open_Access_J_Urol0.01;116;+2.86
PMC__Open_Access_Maced_J_Med_Sci0.01;118;+3.81
PMC__Open_Access_Rheumatol0.01;163;+6.26
PMC__Open_Biochem_J0.01;140;+4.83
PMC__Open_Biomed_Eng_J0.01;152;+5.73
PMC__Open_Cardiovasc_Med_J0.01;141;+4.12
PMC__Open_Dent_J0.01;145;+5.0
PMC__Open_Forum_Infect_Dis0.01;166;+6.28
PMC__Open_Heart0.01;165;+7.29
PMC__Open_Life_Sci0.01;144;+5.24
PMC__Open_Med0.01;140;+3.31
PMC__Open_Med_Chem_J0.01;141;+5.19
PMC__Open_Med_Inform_J0.01;152;+5.69
PMC__Open_Med_Wars_0.01;152;+5.82
PMC__Open_Microbiol_J0.01;143;+4.72
PMC__Open_Neuroimag_J0.01;151;+5.66
PMC__Open_Neurol_J0.01;144;+5.48
PMC__Open_Nurs_J0.01;141;+3.86
PMC__Open_Ophthalmol_J0.01;144;+4.91
PMC__Open_Orthop_J0.01;143;+4.51
PMC__Open_Respir_Med_J0.01;155;+5.24
PMC__Open_Rheumatol_J0.01;139;+4.35
PMC__Open_Vet_J0.01;120;+3.78
PMC__Open_Virol_J0.01;138;+3.84
PMC__Ophthalmic_Epidemiol0.01;166;+5.38
PMC__Ophthalmol_Eye_Dis0.01;150;+6.27
PMC__Ophthalmol_Ther0.01;145;+5.05
PMC__Ophthalmology0.01;129;+3.9
PMC__Opt_Express0.01;145;+4.3
PMC__Optom_Vis_Sci0.01;142;+4.95
PMC__Oral_Dis0.01;165;+4.95
PMC__Oral_Oncol0.01;147;+5.45
PMC__Org_Lett0.01;136;+2.97
PMC__Organometallics0.01;140;+3.17
PMC__Orphanet_J_Rare_Dis0.01;137;+2.75
PMC__Orth_Unfallchir0.01;74;+.66
PMC__Orthop_J_Sports_Med0.01;143;+4.74
PMC__Orthop_Res_Rev0.01;159;+5.31
PMC__Orthop_Rev_Pavia_0.01;139;+4.08
PMC__Orthop_Surg0.01;172;+5.81
PMC__Osong_Public_Health_Res_Perspect0.01;156;+7.95
PMC__Osteoporos_Int0.01;154;+8.64
PMC__Osteoporos_Sarcopenia0.01;131;+5.18
PMC__Otol_Neurotol0.01;126;+3.09
PMC__Oxf_Med_Case_Reports0.01;157;+4.62
PMC__Oxid_Med_Cell_Longev0.01;149;+5.76
PMC__PLoS_Biol0.01;131;+1.59
PMC__PLoS_Genet0.01;149;+2.87
PMC__PLoS_Med0.01;167;+5.05
PMC__PLoS_Pathog0.01;126;+1.6
PMC__Pac_Symp_Biocomput0.01;130;+3.82
PMC__Pacing_Clin_Electrophysiol0.01;182;+7.79
PMC__Padiatrie0.01;126;+2.11
PMC__Padiatrische_Gastroenterologie_Hepatologie_und_Ernahrung0.01;101;+1.21
PMC__Paediatr_Drugs0.01;143;+4.22
PMC__Paediatr_Respir_Rev0.01;124;+3.83
PMC__Pain0.01;146;+6.61
PMC__Pain_Med0.01;177;+8.37
PMC__Pain_Rep0.01;139;+5.09
PMC__Pain_Res_Manag0.01;133;+3.5
PMC__Pain_Ther0.01;141;+4.41
PMC__Palliat_Med0.01;160;+5.72
PMC__Pancreas0.01;139;+4.36
PMC__Papillomavirus_Res0.01;141;+6.66
PMC__Parasite_Epidemiol_Control0.01;152;+6.52
PMC__Parasitol_Res0.01;154;+7.05
PMC__Parasitology0.01;174;+4.74
PMC__Parkinsons_Dis0.01;135;+3.9
PMC__Pathobiol_Aging_Age_Relat_Dis0.01;157;+4.21
PMC__Pathog_Dis0.01;180;+6.84
PMC__Pathology0.01;134;+4.38
